ID|ContainsAbbr|Text
188463|0|Dabei war es nicht gehalten, den Versuch zu unternehmen, durch gezielte Nachfragen weitere Details in Erfahrung zu bringen.
188463|1|Eine andere Bewertung ergibt sich nicht unter Berücksichtigung der vom Kläger angeführten Rechtsprechung, insbesondere des Beschlusses der 1. Kammer des Zweiten Senats des Bundesverfassungsgerichts vom 22. Juli 1996 – 2 BvR 1416/94 –,    26
188463|0|NVwZ-Beilage 1997, 11 (13).
188463|0|27
188463|0|Die dort angeführten besonderen Umstände des Einzelfalls sind mit der prozessualen Situation des Klägers im erstinstanzlichen Verfahren nicht vergleichbar.
188463|0|28
188463|0|Im Übrigen wendet sich der Kläger in dieser Hinsicht im Kern gegen die Sachverhaltswürdigung durch das Verwaltungsgericht, womit er den Verfahrensmangel eines Gehörsverstoßes nicht begründen kann.
188463|0|29
188463|1|3. Auch die weitere Rüge des Klägers, das Verwaltungsgericht habe seine Einwände gegen die Verwertbarkeit der Anhörungsniederschrift des Bundesamts nicht zur Kenntnis genommen, sondern die Niederschrift aus einem lediglich formalen Grund für verwertbar gehalten, führt nicht zur Zulassung der Berufung nach § 78 Abs. 3 Nr. 3 AsylG i.V.m. § 138 Nr. 3 VwGO.
188463|0|30
188463|1|Das verfassungsrechtlich aus Art. 103 Abs. 1 GG folgende Gebot des rechtlichen Gehörs gibt einem Prozessbeteiligten das Recht, alles aus seiner Sicht Wesentliche vortragen zu können, und verpflichtet das Gericht, dieses Vorbringen zur Kenntnis zu nehmen und in seine Entscheidungserwägungen einzustellen.
188463|1|Art. 103 Abs. 1 GG ist allerdings grundsätzlich erst dann verletzt, wenn sich im Einzelfall klar ergibt, dass das Gericht tatsächliches Vorbringen eines Beteiligten entweder überhaupt nicht zur Kenntnis genommen oder bei seiner Entscheidung nicht erwogen hat.
188463|0|Das Gericht ist hingegen nicht gehalten, den Ausführungen eines Beteiligten in der Sache zu folgen.
188463|0|31
188463|1|Vgl. BVerfG, Beschluss vom 22. November 2005 - 2 BvR 1090/05 -, juris, Rn. 26; OVG NRW, Beschlüsse vom 9. Januar 2017 - 13 A 1801/16.A -, juris, Rn. 3, vom 8. Mai 2015 - 13 A 949/15.A -, juris, Rn. 3 f., und vom 18. September 2014 - 13 A 1019/14.A -, juris, Rn. 7 f., jeweils m.w.N.    32
188463|0|Vorliegend hat sich das Verwaltungsgericht mit den vom Kläger in der mündlichen Verhandlung erhobenen Einwänden gegen die Richtigkeit des Anhörungsprotokolls auseinandergesetzt.
188463|0|Aus dem Umstand, dass es die Einwände auf Seite 14 der Urteilsgründe nicht ausdrücklich wiedergegeben und im Ergebnis nicht für durchgreifend erachtet hat, lässt sich nicht schließen, dass es diese nicht zur Kenntnis genommen und gewürdigt hat.
188463|0|Das Gericht muss den Vortrag des Klägers nicht in jedem Detail in den Entscheidungsgründen würdigen.
188463|0|Auch ist es nicht gehalten, der Einschätzung des Klägers zu folgen.
188463|0|33
188463|1|4. Schließlich ist auch das Vorbringen des Klägers bezüglich der Feststellungen des Verwaltungsgerichts zu den erhaltenen Drohbriefen nicht geeignet, die Zulassung der Berufung wegen einer Verletzung des Anspruchs auf rechtliches Gehör zu begründen.
188463|0|Auch in dieser Hinsicht wendet sich der Kläger gegen die Sachverhalts- und Beweiswürdigung des Gerichts.
188463|0|Sein Vorbringen ist dem sachlichen Recht und nicht der Frage nach der Gewährung rechtlichen Gehörs zuzuordnen.
188463|0|34
188463|1|Die Kostenentscheidung beruht auf § 154 Abs. 2 VwGO, § 83b AsylG.
188463|0|35
188463|0|Dieser Beschluss ist unanfechtbar (§ 80 AsylG).
188462|1|Die aufschiebende Wirkung der bei dem Verwaltungsgericht Münster anhängigen Klage - 2 K 7095/17 - gegen die Baugenehmigung der Antragsgegnerin vom 30.10.2017 (Aktenzeichen: 63-01008/2016) wird angeordnet.
188462|0|Die Antragsgegnerin und die Beigeladene tragen die Kosten des Verfahrens beider Rechtszüge jeweils zur Hälfte; ihre außergerichtlichen Kosten tragen sie jeweils selbst.
188462|1|Der Streitwert wird für beide Instanzen auf 5.000 Euro festgesetzt.
188462|0|1
188462|0|G r ü n d e :    2
188462|1|Die zulässige Beschwerde, mit der der Antragsteller seinen erstinstanzlichen Antrag auf Anordnung der aufschiebenden Wirkung seiner bei dem Verwaltungsgericht Münster anhängigen Klage - 2 K 7095/17 - gegen die der Beigeladenen durch die Antragsgegnerin erteilte Baugenehmigung vom 30.10.2017 für das Vorhaben des sog.
188462|1|H.-centers weiterverfolgt, ist begründet.
188462|0|3
188462|0|Der Antrag ist zulässig.
188462|0|Insbesondere ist der Antragsteller, der Sondereigentümer einer in der Nähe der geplanten Zufahrt zu dem Vorhaben gelegenen Wohnung ist, unstreitig antragsbefugt.
188462|0|4
188462|0|Der Antrag ist auch begründet.
188462|1|In Verfahren des vorläufigen Rechtsschutzes nach § 80 Abs. 5 Satz 1 VwGO bzw. § 80a Abs. 3 Satz 2 i.V.m. § 80 Abs. 5 Satz 1 VwGO entscheidet das Gericht auf der Grundlage einer eigenen Abwägung der widerstreitenden Vollzugs- und Suspensivinteressen.
188462|0|Wesentliches Element dieser Interessenabwägung ist die Beurteilung der Erfolgsaussichten des Rechtsbehelfs in der Hauptsache, die dem Charakter des Eilverfahrens entsprechend nur aufgrund einer summarischen Prüfung der Sach- und Rechtslage erfolgen kann.
188462|0|Ist es nicht möglich, die Erfolgsaussichten des Rechtsbehelfs in der Hauptsache wenigstens summarisch zu beurteilen, so sind allein die einander gegenüberstehenden Interessen unter Berücksichtigung der mit der Anordnung oder Wiederherstellung der aufschiebenden Wirkung einerseits und deren Ablehnung andererseits verbundenen Folgen zu gewichten.
188462|0|5
188462|1|Vgl. etwa BVerwG, Beschluss vom 22.3.2010 - 7 VR 1.10 -, juris, und Beschluss vom 16.9.2014 - 7 VR 1.14 -, BRS 82 Nr. 226 = BauR 2015, 252.    6
188462|0|Danach fällt die Interessenabwägung zu Gunsten des Antragstellers aus.
188462|0|Entgegen der Annahme des Verwaltungsgerichts überwiegen die Erfolgsaussichten der Klage - 2 K 7095/17 -.
188462|1|Der Antragsteller kann voraussichtlich auf der Grundlage des § 4 Abs. 1 Satz 1 Nr. 3, Abs. 3, Abs. 1 b) des Gesetzes über ergänzende Vorschriften zu Rechtsbehelfen in Umweltangelegenheiten nach der EG-Richtlinie 2003/35/EG - in der Fassung vom 23.8.2017 (BGBl. I. S. 3290) - Umwelt-Rechtsbehelfsgesetz (UmwRG) die Aufhebung oder jedenfalls die Feststellung der Rechtswidrigkeit und Nichtvollziehbarkeit der Baugenehmigung der Antragsgegnerin vom 30.10.2017 für das sog.
188462|1|H.‑center verlangen.
188462|0|7
188462|0|§ 4 UmwRG ist hier anwendbar.
188462|1|Nach § 1 Abs. 1 Satz 1 Nr. 1 UmwRG ist das Gesetz u. a. auf Rechtsbehelfe gegen Zulassungsentscheidungen im Sinne des § 2 Abs. 6 des Gesetzes über die Umweltverträglichkeitsprüfung über die Zulässigkeit von Vorhaben (UVPG) anzuwenden, für die nach diesem Gesetz eine Pflicht zur Umweltverträglichkeitsprüfung bestehen kann.
188462|1|Darunter fällt die Baugenehmigung, die der Beigeladenen am 30.10.2017 für ihr Vorhaben erteilt worden ist.
188462|1|Es handelt sich um eine Zulassungsentscheidung nach § 2 Abs. 6 Nr. 1 UVPG, nämlich eine Genehmigung über die Zulässigkeit eines Vorhabens, die in einem Verwaltungsverfahren getroffen wird.
188462|1|Das Vorhaben war nach Anl. 1 Ziff. 18.8., 18.6 zum UVPG einer allgemeinen Vorprüfung des Einzelfalls zu unterwerfen.
188462|0|Nach Lage der Dinge musste eine allgemeine Vorprüfung der Umweltverträglichkeit wegen der vorhabenbedingten erheblichen Umweltauswirkungen durch den zu erwartenden Verkehr eine Umweltverträglichkeitsprüfungspflicht ergeben.
188462|1|Im Rahmen des Bebauungsplanverfahrens für den auf das Vorhaben der Beigeladenen bezogenen Bebauungsplan Nr. wurde ausweislich der Planbegründung eine Umweltverträglichkeitsprüfung als Umweltprüfung (vgl. § 2 Abs. 4 BauGB) durchgeführt.
188462|1|Auf diese Prüfung der Umweltverträglichkeit im Rahmen des Bebauungsplanverfahrens hat sich die Antragsgegnerin auch in der im gerichtlichen Verfahren vorgelegten Entscheidung vom 21.6.2018 über den Antrag auf Aussetzung der Vollziehung unter Hinweis auf § 50 Abs. 1 Satz 2 UVPG gestützt, und ausgeführt, einer für die bauaufsichtliche Zulassung des Vorhabens bestehenden Umweltverträglichkeitsprüfungspflicht sei damit genügt.
188462|0|8
188462|1|Es liegt zwar kein Fehler im Sinne von § 4 Abs. 1 Satz 1 Nrn. 1 und 2 UmwRG, aber mit überwiegender Wahrscheinlichkeit ein anderer Verfahrensfehler im Sinne von § 4 Abs. 1 Satz 1 Nr. 3 UmwRG vor.
188462|1|Die Umweltverträglichkeitsprüfung genügt unter Berücksichtigung der besonderen Umstände des vorliegenden Einzelfalls in einem wesentlichen Bereich nicht den Anforderungen des § 16 Abs. 1 und 3 UVPG in Verbindung mit Anlage 4 Nr. 3. Dort wird entsprechend den Vorgaben der Richtlinie 2011/92/EU vom 13.12.2011 - UVP-Richtlinie (vgl. Art. 5 Abs. 1, Anhang IV Nr. 3 und 4) und der Richtlinie 2001/42/EG vom 27.6.2001 - des Europäischen Parlaments und des Rates - Plan-UP-Richtlinie (Art. 5, Anhang I b)) bestimmt, dass der UVP-Bericht als Zusammenfassung des Ergebnisses der Umweltverträglichkeitsprüfung bzw. Umweltprüfung auch den Zustand der Umwelt ohne Durchführung des in Rede stehenden Vorhabens (Basisszenario) darstellen soll; dies ist Grundlage für die Prognose, inwieweit das in Rede stehende Vorhaben zu erheblichen Umweltauswirkungen führt.
188462|0|Eine ordnungsgemäße Umweltverträglichkeitsprüfung erfasst danach mithin nicht nur die zusätzlichen Auswirkungen eines Vorhabens auf die Umwelt.
188462|0|Sie hat auch die bestehenden Vorbelastungen der maßgeblichen Umweltbereiche, wie etwa die möglichen Umweltauswirkungen durch bestehende Anlagen oder andere am Standort vorhandene Quellen in den Blick zu nehmen.
188462|0|9
188462|1|Vgl. OVG NRW, Beschluss vom 23.10.2017 - 8 B 709/17 -, juris; BVerwG, Beschluss vom 25.4.2018 - 9 A 16.16 -, DVBl. 2018, 1426; Mitschang, in: Schink/Reidt/Mitschang, Umweltverträglichkeitsprüfungsgesetz, Umweltrechtsbehelfsgesetz, Kommentar, § 50 UVPG, Rn. 51 und 61.    10
188462|0|Diese Anforderungen sind hier nicht erfüllt.
188462|1|Aus den Gründen des rechtskräftigen Senatsurteils vom 12.4.2018 - 7 D 53/16.NE -, juris, ist die Verkehrslärmvorbelastung auf dem I. im Bereich des Vorhabens unzureichend ermittelt worden.
188462|1|Die vorgelegte Verkehrsprognose und dementsprechend der Umweltbericht bzw. UVP-Bericht gingen unter anderem für den Prognosehorizont 2018 davon aus, dass die Belastung des I1. bei Realisierung des H.‑centers nicht über 15.600 Kfz täglich steigt; dem lag die Annahme zugrunde, dass kein Verkehr von der U.-T.
188462|1|-Straße auf den I. verlagert werde, weil diese Straße weiterhin zur Verfügung stehe.
188462|1|Die nach der Vorlage des Umweltberichts und vor Erteilung der Baugenehmigung erfolgte Sperrung der U.‑T.
188462|1|‑Straße hätte unter den hier gegebenen Umständen zu einer erneuten Überprüfung und Bewertung der lärmbedingten Auswirkungen des Vorhabens und zu einer Änderung der Angaben im Umweltbericht führen müssen, weil nach dem vorliegenden schalltechnischen Bericht bereits im Prognose-Nullfall für das Jahr 2018 aus den Verkehrsbelastungen des I1. Beurteilungspegel deutlich über 70 dB(A) erwartet wurden.
188462|0|Dies hätte zudem auch eine erneute Beteiligung der Öffentlichkeit nach § 22 UVPG erfordert.
188462|0|Dabei handelt es sich auch im Sinne der Rechtsprechung des Bundesverwaltungsgerichts,    11
188462|1|vgl. etwa BVerwG, Urteil vom 28.11.2017 - 7 A 17.12 -, NVwZ 2018, Beilage 1 Nr. 29,    12
188462|0|um einen Fehler der äußeren Ordnung des Verfahrens.
188462|0|Er betrifft nicht den durch materiell-rechtliche Vorgaben gesteuerten Prozess der Willens- und Entscheidungsbildung, sondern in dem strukturierten Verfahren der Umweltverträglichkeitsprüfung die Phase der Informationsgewinnung im Vorfeld der Sachentscheidung.
188462|0|Entgegen der Einschätzung der Beigeladenen geht es hier mithin um einen Verfahrensfehler und nicht um inhaltliche Mängel der Umweltverträglichkeitsprüfung.
188462|0|Im Übrigen ist die Vorschrift im Lichte der Rechtsprechung des Gerichtshofs der Europäischen Union (EuGH) auszulegen.
188462|1|Der Gesetzgeber hat in § 4 Abs. 1 Satz 1 Nr. 3 UmwRG die Rechtsprechung des EuGH in der sog.
188462|1|Altrip-Entscheidung, EuGH, Urteil vom 7.11.2013 - Rs. C-72/12 - umsetzen wollen (vgl. BT‑Drs.
188462|1|18/5927, S. 9 f.).
188462|0|Darin stellte der EuGH fest, dass die Mitgliedstaaten daran gehindert seien, ihre nationalen Vorschriften zur Umsetzung der Richtlinie allein auf die Anfechtung wegen des Unterbleibens einer Umweltverträglichkeitsprüfung zu beschränken.
188462|0|Der Ausschluss ihrer Anwendbarkeit in dem Fall, dass eine Umweltverträglichkeitsprüfung zwar durchgeführt wurde, aber mit - unter Umständen schwerwiegenden - Fehlern behaftet sei, würde den Bestimmungen der Richtlinie über die Beteiligung der Öffentlichkeit weitgehend ihre praktische Wirksamkeit nehmen.
188462|0|Ein solcher Ausschluss liefe dem in der Richtlinie verfolgten Ziel zuwider, einen weiten Zugang zu den Gerichten zu gewähren.
188462|1|Dieses Ziel ist in Art. 11 Abs. 3 der Richtlinie 2011/92/EU des Europäischen Parlaments und des Rates vom 13. Dezember 2011 über die Umweltverträglichkeitsprüfung bei bestimmten öffentlichen und privaten Projekten (ABl. L 26/1 vom 28. Januar 2012) normiert.
188462|1|Der EuGH führte weiterhin aus, dass es Sache des betreffenden Gerichts oder der betreffenden Stelle sei, u. a. den Grad der Schwere des geltend gemachten Fehlers zu berücksichtigen und dabei insbesondere zu prüfen, ob dieser Fehler der betroffenen Öffentlichkeit eine der Garantien genommen habe, die geschaffen worden seien, um ihr im Einklang mit den Zielen der Richtlinie Zugang zu Informationen und die Beteiligung am Entscheidungsprozess zu ermöglichen.
188462|1|Unter Berücksichtigung dieser Rechtsprechung darf § 4 Abs. 1 Satz 1 Nr. 3 b) UmwRG nicht dahingehend missverstanden werden, dass ein Verfahrensfehler nach seinem Intensitätsgrad einem faktischen Totalausfall der Umweltverträglichkeitsprüfung gleichkommen muss.
188462|1|Bei einem solch restriktiven Verständnis liefe die Nr. 3 im Ergebnis weitgehend leer und würde den dargestellten Vorgaben des EuGH nicht gerecht.
188462|0|Dieser hat vielmehr gerade zum Ausdruck gebracht, dass es nicht genügt, einen Aufhebungsanspruch nur für die Fälle einzuräumen, in denen eine Umweltverträglichkeitsprüfung nicht stattgefunden hat.
188462|1|Ein derart enges Verständnis würde den Bestimmungen der Richtlinie 2011/92/EU (bzw. früher der Richtlinie 85/337/EWG) über die Beteiligung der Öffentlichkeit weitgehend ihre praktische Wirksamkeit nehmen und damit im Sinne der Rechtsprechung des EuGH ihrem Zweck zuwiderlaufen.
188462|1|Schweregrad und Intensität des von § 4 Abs. 1 Satz 1 Nr. 3 UmwRG erfassten Verfahrensfehlers werden weiter durch den Buchstaben c) konkretisiert.
188462|0|Danach muss der Verfahrensfehler „der betroffenen Öffentlichkeit die Möglichkeit der gesetzlich vorgesehenen Beteiligung am Entscheidungsprozess genommen“ haben.
188462|1|Die vergleichbare individualbezogene (vgl. die Gesetzesbegründung in BT‑Drs.
188462|1|18/5927, S. 10 f.) Formulierung sieht § 4 Abs. 3 Satz 2 UmwRG vor, der regelt, wann eine natürliche Person im Sinne von § 4 Abs. 3 Satz 1 Nr. 1 UmwRG die Aufhebung einer Entscheidung verlangen kann.
188462|0|Die gesetzliche Formulierung verkürzt allerdings die zitierte Aussage des EuGH.
188462|0|Dieser spricht nicht davon, dass der Fehler die Beteiligungsmöglichkeit am Entscheidungsprozess genommen haben muss, sondern dass „eine der Garantien genommen“ wird, die dazu dient, den Zugang zu Informationen und die Beteiligung am Entscheidungsprozess zu ermöglichen.
188462|0|Der EuGH bringt damit zum Ausdruck, dass bestimmte (inhaltliche) Garantien eingehalten werden müssen, um die Voraussetzung für einen Zugang zu Informationen sowie eine (ausreichende) Beteiligung am Entscheidungsprozess zu schaffen.
188462|0|Die Garantien können etwa darin bestehen, dass bestimmte grundlegende Anforderungen an die Umweltverträglichkeitsprüfung eingehalten werden, damit der Beteiligte eine hinreichende Grundlage für seine Beteiligung hat.
188462|0|Wird dem Beteiligten eine Verfahrensgarantie in diesem Sinne genommen, leidet das Verfahren an einem besonders schwerwiegenden Fehler, bei dem davon auszugehen ist, dass er Einfluss auf die Zulassungsentscheidung hatte und dementsprechend einen Aufhebungsanspruch begründet.
188462|1|Die Bestimmung der Schwere eines Fehlers hat sich demnach an den nach Unionsrecht einzuhaltenden Garantien zu orientieren, etwa an den Vorgaben des Art. 5 Abs. 3 der Richtlinie 2011/92/EU für die vom Projektträger vorzulegenden Angaben.
188462|0|Darin werden bestimmte grundlegende Mindestanforderungen an die Umweltverträglichkeitsuntersuchung verlangt.
188462|0|Hierzu gehören unter anderem die notwendigen Angaben zur Feststellung und Beurteilung der Hauptauswirkungen, die das Projekt voraussichtlich auf die Umwelt haben wird.
188462|1|Ein Mangel hinsichtlich dieser Mindestanforderungen ist nach seiner Art und Schwere einem Unterbleiben der Umweltverträglichkeitsprüfung (Nr. 1) oder der Öffentlichkeitsbeteiligung (Nr. 2) grundsätzlich gleichzustellen, wenn der Beteiligte nur eingeschränkt in der Lage war, sich am Entscheidungsprozess zu beteiligen.
188462|0|Das bedeutet umgekehrt, dass es für einen Aufhebungsanspruch regelmäßig nicht genügt, wenn lediglich einzelne Aspekte der Umweltverträglichkeitsprüfung nicht mit einer hinreichenden Tiefe ermittelt, einzelne Angaben fehlerhaft, Unterlagen unzureichend oder Bewertungen fragwürdig sind.
188462|0|Die Öffentlichkeitsbeteiligung dient gerade dazu, derartige Fehler oder Unzulänglichkeiten der Gutachten oder der zu Grunde liegenden Untersuchungen aufzuspüren und gegebenenfalls Einwendungen zu erheben, damit die Defizite behoben werden.
188462|0|Sie wäre nach ihrem Sinn und Zweck entbehrlich, wenn eine in jeder Hinsicht fehlerfreie Umweltverträglichkeitsprüfung Voraussetzung für eine rechtmäßige Öffentlichkeitsbeteiligung wäre.
188462|0|Ob eine Verkürzung des Verfahrensrechts in diesem Sinne vorliegt, ist eine Frage des Einzelfalls.
188462|0|13
188462|1|Vgl. OVG NRW, Beschluss vom 20.2.2018 - 8 B 840/17 -, NWVBl. 2018, 295, m. w. N.    14
188462|1|Der Verfahrensmangel ist danach auch nach Art und Schwere mit den in § 4 Abs. 1 Satz 1 Nrn. 1 und 2 UmwRG genannten Fällen vergleichbar.
188462|0|Er führt im vorliegenden Einzelfall zu einem Ausfall eines hier wesentlichen Teils der Umweltverträglichkeitsprüfung im Sinne der vorgenannten Grundsätze.
188462|0|Die Problematik des vorhabenbedingten Verkehrslärms vor dem Hintergrund einer hohen Vorbelastung war eine wesentliche Frage im Rahmen der planerischen Konfliktbewältigung.
188462|1|Die Verkehrslärmvorbelastung zur Tagzeit lag für eine Vielzahl von Anwohnern am I. in Höhe des Vorhabens, u. a. auch für den Antragsteller, schon auf der Grundlage der Feststellungen der Antragsgegnerin, die Gegenstand des Normenkontrollverfahrens - 7 D 53/16.NE - waren, in einem Bereich, der nach den Maßstäben der Rechtsprechung die Schwelle der Gesundheitsgefahr erreicht bzw. überschreitet.
188462|0|Verkehrslärm, der den Wert von 70 dB(A) tags deutlich überschreitet, ist grundsätzlich nicht mehr zumutbar.
188462|0|Dieser Wert markiert die Schwelle gesundheitsgefährdender Lärmbelastung.
188462|0|15
188462|1|Vgl. etwa OVG NRW, Beschluss vom 26.4.2018 - 7 B 1459/17.NE -, BauR 2018, 1084; Urteil vom 26.11.2018 - 10 D 35/16.NE -, m. w. N. sowie BVerwG, Beschluss vom 25.4.2018 - 9 A 16.16 -, DVBl. 2018, 1426.    16
188462|1|Der Mangel des Verfahrens im Sinne des § 4 Abs. 1 Satz 1 Nr. 3 UmwRG ist bislang nicht geheilt worden.
188462|0|Die Antragsgegnerin hat auf Anfrage des Senats im Beschwerdeverfahren mitgeteilt, die Durchführung eines ergänzenden Verfahrens zum Bebauungsplan sei eingeleitet, die Abwägungsmaterialien würden derzeit aktualisiert, um damit in eine erneute Öffentlichkeits- und Behördenbeteiligung zu gehen.
188462|0|Nach dem Vorbringen der Beigeladenen im Beschwerdeverfahren warten die von ihr beauftragten Gutachter auf aktualisierte Verkehrszahlen der Antragsgegnerin, diese hätten bislang nicht erstellt werden können, weil der zuständige Mitarbeiter innerhalb der Verwaltung der Antragsgegnerin wegen eines Verkehrsunfalls im Sommer mehrere Monate ausgefallen sei.
188462|0|Dem hat Antragsgegnerin im Beschwerdeverfahren nicht widersprochen.
188462|0|17
188462|1|Es erscheint aus den genannten Gründen damit zugleich nicht zweifelhaft, dass gemäß § 4 Abs. 3 Satz 2 i.V.m. Abs. 1 Satz 1 Nr. 3 UmwRG dem Antragsteller durch den Verfahrensfehler die Möglichkeit der gesetzlich vorgesehenen Beteiligung am Entscheidungsprozess genommen wurde.
188462|0|Dem steht nicht die Erwägung des Verwaltungsgerichts im angefochtenen Beschluss entgegen, der Antragsteller habe im Bebauungsplanaufstellungsverfahren während der Öffentlichkeitsbeteiligung die Möglichkeit gehabt, sich am Entscheidungsprozess zu beteiligen, die gleiche Möglichkeit habe er im Rahmen des eingeleiteten ergänzenden Verfahrens der Heilung des Bebauungsplans.
188462|0|Der Verweis auf die Möglichkeit der Beteiligung im 2015 abgeschlossenen, an einem schwerwiegenden Fehler leidenden Planaufstellungsverfahren würde aus den genannten Gründen im Sinne der Rechtsprechung des EuGH den Bestimmungen der Richtlinie über die Beteiligung der Öffentlichkeit weitgehend ihre praktische Wirksamkeit nehmen, weil der Antragsteller während der Offenlage im Frühjahr 2015 keine Veranlassung hatte, zu den maßgeblichen Veränderungen der tatsächlichen Gegebenheiten Stellung zu nehmen, die erst Mitte Dezember 2015 eintraten.
188462|0|Die etwaige Möglichkeit im Rahmen des eingeleiteten ergänzenden Verfahrens Stellung zu nehmen, ist für das vorliegende Verfahren nicht relevant.
188462|0|Zweck der gesetzlichen Regelung ist es, die Beteiligung des Betroffenen vor der Zulassung des der Umweltverträglichkeitsprüfung unterworfenen Vorhabens zu sichern.
188462|0|18
188462|1|Nach § 4 Abs. 3 Satz 1 UmwRG gilt Abs. 1 auch für den unstreitig zulässigen Rechtsbehelf des Antragstellers.
188462|1|Die Berufung auf § 4 UmwRG ist dem Antragsteller entgegen der Annahme der Beigeladenen nicht deshalb verwehrt, weil er gegen den Vorbescheid vom 4.5.2016 keinen Rechtsbehelf eingelegt hat.
188462|0|Der Vorbescheid traf keine abschließende Regelung zu den durch das Vorhaben vor dem Hintergrund der Vorbelastung durch unzumutbaren Verkehrslärm aufgeworfenen Fragen der Bewältigung der Lärmimmissionsproblematik.
188462|0|Die positive Beurteilung der planungsrechtlichen Zulässigkeit des Vorhabens beschränkte sich auf den dargestellten Umfang.
188462|1|Im Text des Vorbescheids und auch den durch grünen Zugehörigkeitsstempel zum Gegenstand der Feststellung gemachten Anlagen finden sich keine konkreten Angaben zum Umfang der vorhabenbedingten Lärmimmissionen bzw. ihrer Beurteilung vor dem Hintergrund der bestehenden Vorbelastung durch Verkehrslärm.
188462|0|Soweit sich in den Nebenbestimmungen einzelne Regelungen mit immissionsschutzrechtlichem Bezug finden, sollten damit ersichtlich nur solche Betriebsweisen ausgeschlossen werden, deren immissionsschutzrechtliche Unverträglichkeit für die Antragsgegnerin bereits feststand, ohne dass damit eine positive Feststellung im Übrigen verbunden gewesen wäre.
188462|0|Danach kann dahin stehen, ob der Vorbescheid überhaupt gegenüber dem Antragsteller Wirkung erlangt hat; dies erscheint zweifelhaft, weil der Vorgang der Antragsgegnerin nur die Übersendung der ersten vier von insgesamt sechs Seiten des Vorbescheids und eines verkleinerten Ausschnitts des Lageplans dokumentiert.
188462|0|Schließlich ist auch fraglich, ob eine Bestandskraft des Vorbescheids den Anspruch nach § 4 UmwRG überhaupt ausschließen könnte.
188462|0|19
188462|1|Vgl. dazu etwa OVG NRW, Urteil vom 17.6.2014 - 2 A 1434/13 u. a. -, BRS 82 Nr. 116 = BauR 2014, 1900.    20
188462|1|Selbst wenn gemäß § 4 Abs. 1 b Satz 1 UmwRG in der Hauptsache voraussichtlich kein Anspruch auf Aufhebung der Baugenehmigung, sondern nur auf Feststellung ihrer Rechtswidrigkeit und Nichtvollziehbarkeit besteht, ist im vorliegenden Verfahren die aufschiebende Wirkung anzuordnen.
188462|0|21
188462|1|Vgl. OVG NRW, Beschluss vom 23.10.2017 - 8 B 565/17 -, juris; Schiller, in: Landmann u. a. Umweltrecht, Loseblattkommentar, Stand April 2018, § 4 UmwRG, Rn. 89; sowie Seibert, Die Fehlerbehebung durch ergänzendes Verfahren nach dem UmwRG, NVwZ 2018, 97 ff. (103).
188462|0|22
188462|1|Angesichts der im Hinblick auf § 4 UmwRG aufgezeigten Erfolgsaussichten der Klage lässt der Senat offen, ob ein Verstoß gegen das Rücksichtnahmegebot zulasten des Antragstellers vorliegen könnte, weil die Baugenehmigung vorhabenbedingten Gewerbelärm ungeachtet der aufgezeigten grundrechtsrelevanten Verkehrslärmbelastung am I. im Bereich des Vorhabens zulässt.
188462|0|23
188462|1|Vgl. allg.
188462|1|zur Sonderfallprüfung in entsprechenden Konstellationen: Feldhaus/Tegeder, TA Lärm, Kommentar, Rn. 73 zu Nr. 3.2.2 TA Lärm; sowie Hansmann, in Landmann/Rohmer, Umweltrecht, Loseblattkommentar, Rn. 44 ff. zu Nr. 3 TA Lärm.
188462|0|24
188462|1|Mit Blick auf die positive Beurteilung der Erfolgsaussichten der Klage rechtfertigen auch andere Gesichtspunkte keine Interessenabwägung zugunsten der Antragsgegnerin bzw. der Beigeladenen.
188462|0|25
188462|1|Vgl. zur allgemeinen Interessenabwägung: OVG NRW, Beschluss vom 23.10.2017 - 8 B 709/17 -, juris, m.w.N.    26
188462|1|Zwar kann auch bei positiven Erfolgsaussichten im Ausnahmefall von einer stattgebenden Entscheidung nach § 80 Abs. 5 VwGO abgesehen werden; das Interesse an der sofortigen Vollziehung überwiegt, wenn der Verwaltungsakt nur aus formellen Gründen rechtswidrig ist und davon auszugehen ist, dass ein formell ordnungsgemäßer Verwaltungsakt mit identischem, rechtmäßigen Inhalt in angemessener Zeit erlassen wird.
188462|0|27
188462|1|Vgl. etwa Saurenhaus/Buchheister, in Wysk, Verwaltungsgerichtsordnung, Kompakt-Kommentar, 2. Aufl., § 80, Rn. 50, m. w. N.    28
188462|0|Ein solcher Sachverhalt liegt hier indes aus den dargelegten Gründen nicht vor.
188462|0|Dass das für eine Heilung des Mangels von der Antragsgegnerin nach ihrem Vorbringen eingeleitete ergänzende Verfahren absehbar vor dem Abschluss stünde, ist nicht ersichtlich.
188462|0|29
188462|0|Die von der Beigeladenen für die Konstellation der allgemeinen folgenorientierten Abwägung bei offenen Erfolgsaussichten der Hauptsache vorgetragenen Aspekte zur wirtschaftlichen Bedeutung der ungehinderten Realisierung ihres Vorhabens sind demgegenüber mit Blick auf die derzeit bestehenden Erfolgsaussichten der Klage gegen die Baugenehmigung ebenso wenig durchgreifend wie ein Interesse an der Verwirklichung von geplanten 33 Wohnungen sowie einer Quartiersgarage im Plangebiet.
188462|0|30
